bench,backbone,x_pos,j_offset,value,marker
MVTec AD,patchcore,0,0,0.19047619047619,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0.0689655172413793,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0476190476190476,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0476190476190476,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.19047619047619,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0689655172413793,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0476190476190476,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.19047619047619,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0476190476190476,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0.0689655172413793,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0476190476190476,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0689655172413793,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.142857142857143,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0952380952380952,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0476190476190476,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0952380952380952,o
MVTec AD,patchcore,0,0,0.0666666666666667,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.19047619047619,o
MVTec AD,patchcore,0,0,0.0666666666666667,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0476190476190476,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0476190476190476,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.19047619047619,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0476190476190476,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.19047619047619,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0476190476190476,o
MVTec AD,patchcore,0,0,0.0666666666666667,o
MVTec AD,patchcore,0,0,0.103448275862069,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0476190476190476,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0952380952380952,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0952380952380952,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0476190476190476,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.238095238095238,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0952380952380952,o
MVTec AD,patchcore,0,0,0.1,o
MVTec AD,patchcore,0,0,0.0689655172413793,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0476190476190476,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.142857142857143,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0689655172413793,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0952380952380952,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0.0689655172413793,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0689655172413793,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.142857142857143,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0952380952380952,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0476190476190476,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0952380952380952,o
MVTec AD,patchcore,0,0,0.0666666666666667,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.142857142857143,o
MVTec AD,patchcore,0,0,0.0666666666666667,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0476190476190476,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0476190476190476,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.19047619047619,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0344827586206897,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0476190476190476,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.142857142857143,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0476190476190476,o
MVTec AD,patchcore,0,0,0.0666666666666667,o
MVTec AD,patchcore,0,0,0.0689655172413793,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0,o
MVTec AD,patchcore,0,0,0.0476190476190476,o
MVTec AD,patchcore,0,0,0.0333333333333333,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.0196078431372549,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.14,o
VisA,patchcore,1,0,0.0333333333333333,o
VisA,patchcore,1,0,0.08,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.08,o
VisA,patchcore,1,0,0.02,o
VisA,patchcore,1,0,0.16,o
VisA,patchcore,1,0,0.08,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0.0588235294117647,o
VisA,patchcore,1,0,0.0588235294117647,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.24,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0.1,o
VisA,patchcore,1,0,0.02,o
VisA,patchcore,1,0,0.0392156862745098,o
VisA,patchcore,1,0,0.0588235294117647,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.0333333333333333,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0.06,o
VisA,patchcore,1,0,0.08,o
VisA,patchcore,1,0,0.02,o
VisA,patchcore,1,0,0.0588235294117647,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.08,o
VisA,patchcore,1,0,0.02,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.02,o
VisA,patchcore,1,0,0.02,o
VisA,patchcore,1,0,0.02,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.0392156862745098,o
VisA,patchcore,1,0,0.0588235294117647,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.08,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0.02,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.06,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.0392156862745098,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.06,o
VisA,patchcore,1,0,0.06,o
VisA,patchcore,1,0,0.06,o
VisA,patchcore,1,0,0.02,o
VisA,patchcore,1,0,0.0392156862745098,o
VisA,patchcore,1,0,0.0196078431372549,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.0666666666666667,o
VisA,patchcore,1,0,0.08,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.1,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.02,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0.0392156862745098,o
VisA,patchcore,1,0,0.0392156862745098,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0.166666666666667,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.08,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0.02,o
VisA,patchcore,1,0,0.02,o
VisA,patchcore,1,0,0.08,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.0588235294117647,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.06,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0.14,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.0196078431372549,o
VisA,patchcore,1,0,0.0588235294117647,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.0666666666666667,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0.08,o
VisA,patchcore,1,0,0.1,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.0196078431372549,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.1,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.2,o
VisA,patchcore,1,0,0.06,o
VisA,patchcore,1,0,0.02,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.0392156862745098,o
VisA,patchcore,1,0,0.0588235294117647,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0.2,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0.02,o
VisA,patchcore,1,0,0.08,o
VisA,patchcore,1,0,0.06,o
VisA,patchcore,1,0,0.02,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.0588235294117647,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0.06,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.12,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0.02,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.08,o
VisA,patchcore,1,0,0.1,o
VisA,patchcore,1,0,0.0392156862745098,o
VisA,patchcore,1,0,0.0196078431372549,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0.14,o
VisA,patchcore,1,0,0.0333333333333333,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.08,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.08,o
VisA,patchcore,1,0,0.02,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0.1,o
VisA,patchcore,1,0,0.0196078431372549,o
VisA,patchcore,1,0,0.0588235294117647,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.08,o
VisA,patchcore,1,0,0.06,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.02,o
VisA,patchcore,1,0,0.06,o
VisA,patchcore,1,0,0.0392156862745098,o
VisA,patchcore,1,0,0.0980392156862745,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0.02,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.08,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0.02,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.1,o
VisA,patchcore,1,0,0.0588235294117647,o
VisA,patchcore,1,0,0.0196078431372549,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.02,o
VisA,patchcore,1,0,0.0333333333333333,o
VisA,patchcore,1,0,0.12,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0.1,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.0196078431372549,o
VisA,patchcore,1,0,0.0980392156862745,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.0666666666666667,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.12,o
VisA,patchcore,1,0,0.02,o
VisA,patchcore,1,0,0.06,o
VisA,patchcore,1,0,0.1,o
VisA,patchcore,1,0,0.0196078431372549,o
VisA,patchcore,1,0,0.0392156862745098,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0.02,o
VisA,patchcore,1,0,0.0333333333333333,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.02,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.06,o
VisA,patchcore,1,0,0.08,o
VisA,patchcore,1,0,0.0784313725490196,o
VisA,patchcore,1,0,0.0588235294117647,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.12,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.06,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.04,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.0196078431372549,o
VisA,patchcore,1,0,0,o
VisA,patchcore,1,0,0.14,o
VisA,patchcore,1,0,0.0333333333333333,o
